date,open,high,low,close,volume,Name
2013-02-08,39.35,39.735,39.275,39.45,12913800,V
2013-02-11,39.395,39.5425,38.985,39.0825,11032112,V
2013-02-12,39.21,39.425,39.105,39.2,9805312,V
2013-02-13,39.1125,39.3475,38.535,38.6925,13915520,V
2013-02-14,38.65,39.1625,38.575,38.995,12760368,V
2013-02-15,39.0875,39.52,38.935,39.4975,17891168,V
2013-02-19,39.5025,39.6975,39.165,39.4025,13209680,V
2013-02-20,39.28,39.4025,38.7975,38.855,15688968,V
2013-02-21,38.78,39.5725,38.6975,39.36,14220580,V
2013-02-22,39.575,39.895,39.1725,39.8575,11737004,V
2013-02-25,39.8,40.0875,38.9725,38.9725,11177204,V
2013-02-26,39.0025,39.6475,39.0025,39.4575,11355204,V
2013-02-27,39.3625,40.025,39.325,39.9675,8317656,V
2013-02-28,40.085,40.085,39.5775,39.66,11231148,V
2013-03-01,39.4825,39.715,39.1625,39.52,13212916,V
2013-03-04,39.44,39.885,39.3875,39.875,6569720,V
2013-03-05,40.0225,40.445,39.965,40.0725,10267472,V
2013-03-06,40.215,40.425,40.05,40.265,7515924,V
2013-03-07,40.2175,40.445,39.9125,40.1275,8687144,V
2013-03-08,40.335,40.35,39.9725,40.1675,9574364,V
2013-03-11,40.3425,40.4,40.1025,40.295,6741784,V
2013-03-12,40.17,40.2425,39.7575,39.95,8340716,V
2013-03-13,39.875,40.1,39.7125,39.8425,11021016,V
2013-03-14,39.85,40.2675,39.825,40.165,14859112,V
2013-03-15,40.0075,40.1598,39.6325,39.6375,17615660,V
2013-03-18,39.32,39.795,39.1,39.5175,15163892,V
2013-03-19,39.5,39.8375,38.92,39.0,17599860,V
2013-03-20,39.25,39.9925,39.18,39.8325,16070016,V
2013-03-21,39.6125,39.9325,39.45,39.45,14883172,V
2013-03-22,39.5525,40.04,39.43,40.0225,18748648,V
2013-03-25,40.1875,41.07,40.125,41.0,19331340,V
2013-03-26,41.225,41.945,41.135,41.865,17267556,V
2013-03-27,41.6525,42.3075,41.3775,42.165,13371644,V
2013-03-28,42.1875,42.74,42.0325,42.46,12458428,V
2013-04-01,42.4375,42.7475,41.7253,41.8375,13236436,V
2013-04-02,42.105,42.225,41.8275,41.9875,9578152,V
2013-04-03,42.105,42.1325,41.07,41.1875,16624688,V
2013-04-04,41.355,41.6325,41.2525,41.62,8903828,V
2013-04-05,41.0525,41.355,40.8975,41.29,7962988,V
2013-04-08,41.41,41.5925,41.12,41.5725,6125312,V
2013-04-09,41.7075,41.72,41.0025,41.1875,6005468,V
2013-04-10,41.2425,41.825,41.2425,41.7475,8996936,V
2013-04-11,41.75,41.975,41.555,41.905,6493196,V
2013-04-12,41.4775,41.7075,41.275,41.4375,7076436,V
2013-04-15,41.155,41.22,40.3225,40.3225,10773268,V
2013-04-16,40.6625,41.2,40.625,41.1775,10096152,V
2013-04-17,40.935,41.0075,40.485,40.5575,9543540,V
2013-04-18,40.6475,40.8475,40.3175,40.3525,21010624,V
2013-04-19,40.52,41.0275,40.4375,40.99,7621504,V
2013-04-22,40.8925,41.0875,40.6225,40.8825,5403332,V
2013-04-23,41.0675,41.42,40.8825,41.415,6324076,V
2013-04-24,41.415,41.8925,41.4,41.765,7447196,V
2013-04-25,41.9775,42.62,41.86,42.19,9335380,V
2013-04-26,42.19,42.3987,41.785,41.8075,6127132,V
2013-04-29,41.9325,42.125,41.79,41.975,10692968,V
2013-04-30,42.1475,42.475,42.01,42.115,12166080,V
2013-05-01,41.7475,42.065,40.9,41.505,12244060,V
2013-05-02,42.5,44.915,42.5,43.85,30676084,V
2013-05-03,44.24,45.21,44.1075,44.885,15026356,V
2013-05-06,44.835,45.1916,44.5312,44.7225,13067040,V
2013-05-07,44.8725,44.965,44.305,44.9475,11876096,V
2013-05-08,44.865,44.875,44.4252,44.815,14448868,V
2013-05-09,44.8075,44.97,44.5575,44.645,11500984,V
2013-05-10,44.67,44.755,44.3875,44.6875,13840184,V
2013-05-13,44.645,45.11,44.5325,44.7325,12479684,V
2013-05-14,44.745,45.3725,44.66,45.08,16076624,V
2013-05-15,44.9975,45.4505,44.9175,45.44,13622964,V
2013-05-16,45.435,45.435,44.945,44.95,9912028,V
2013-05-17,45.22,46.145,45.13,46.1425,13248752,V
2013-05-20,45.9775,46.225,45.2,45.4025,21191732,V
2013-05-21,45.385,45.6725,45.0975,45.3875,13429516,V
2013-05-22,45.52,46.105,45.025,45.035,19565244,V
2013-05-23,44.595,44.8775,44.2775,44.525,16836868,V
2013-05-24,44.47,45.275,44.225,45.1125,12306180,V
2013-05-28,45.61,45.635,44.9175,45.0075,9932496,V
2013-05-29,44.805,45.05,44.5175,44.535,7490024,V
2013-05-30,44.585,45.4975,44.585,45.2575,9627708,V
2013-05-31,45.1425,45.35,44.525,44.535,12515232,V
2013-06-03,44.6875,45.17,44.3775,45.0475,15235436,V
2013-06-04,44.85,45.4375,44.675,45.05,13528012,V
2013-06-05,44.9675,45.0475,44.2152,44.305,12176748,V
2013-06-06,44.1725,44.855,44.1,44.8375,14665524,V
2013-06-07,45.1625,45.25,44.8875,44.985,13898416,V
2013-06-10,45.135,45.785,44.9075,45.5825,13784812,V
2013-06-11,45.1375,45.4875,44.89,44.915,7856292,V
2013-06-12,45.16,45.16,44.6775,44.7875,9994624,V
2013-06-13,44.7875,45.69,44.6775,45.5625,9757420,V
2013-06-14,45.5125,45.62,45.0275,45.2325,7426984,V
2013-06-17,45.58,45.93,45.375,45.5875,14778992,V
2013-06-18,45.43,46.3075,45.43,46.0025,7578924,V
2013-06-19,46.0625,46.2825,45.6325,45.6575,12220712,V
2013-06-20,45.3825,45.62,44.615,44.615,15536572,V
2013-06-21,45.0,45.375,44.7,44.875,17923692,V
2013-06-24,44.5275,44.87,43.92,44.5675,15527364,V
2013-06-25,44.95,45.345,44.625,45.1175,12721904,V
2013-06-26,45.4725,45.785,45.12,45.6625,10393064,V
2013-06-27,45.86,46.25,45.625,46.065,11102128,V
2013-06-28,46.065,46.18,45.555,45.6875,12658668,V
2013-07-01,45.975,46.865,45.9075,46.305,11615672,V
2013-07-02,46.27,46.76,46.0652,46.31,8754560,V
2013-07-03,46.045,46.86,45.9825,46.76,4532928,V
2013-07-05,47.2175,47.715,46.875,47.6975,8504916,V
2013-07-08,47.9,48.1925,47.015,47.025,16994740,V
2013-07-09,47.2375,47.3825,46.65,46.8,23331236,V
2013-07-10,46.8375,46.9528,46.4525,46.675,15690728,V
2013-07-11,47.335,47.515,46.88,47.49,14237072,V
2013-07-12,47.475,47.6825,47.2875,47.68,7790640,V
2013-07-15,47.875,47.9575,47.45,47.5625,14528948,V
2013-07-16,47.5475,47.6825,47.175,47.345,7509664,V
2013-07-17,47.11,47.4875,47.035,47.41,11118004,V
2013-07-18,47.5525,47.8498,47.4875,47.7525,5936680,V
2013-07-19,47.77,47.9975,47.3513,47.48,9051228,V
2013-07-22,47.5525,47.8275,47.3125,47.805,7930144,V
2013-07-23,47.6825,47.8675,47.135,47.145,11706188,V
2013-07-24,47.4475,47.4625,46.415,46.6875,13990840,V
2013-07-25,47.75,49.0,47.75,48.6525,21922972,V
2013-07-26,48.5,48.65,47.9575,48.3,8709024,V
2013-07-29,48.215,48.3725,47.8125,47.9925,5776980,V
2013-07-30,48.175,48.3,47.7875,47.86,13911236,V
2013-07-31,48.4375,48.725,42.7475,44.2525,90034484,V
2013-08-01,45.44,45.44,43.32,44.7925,74268860,V
2013-08-02,45.405,46.0225,45.21,46.0,21607084,V
2013-08-05,46.0,46.285,45.7,46.135,11479412,V
